x1,x2,AnalyticG1,AnalyticG2,SyntheticG1,SyntheticG2,Phi1AtObservation,Phi2AtObservation,ProductPoFAtObservation,AggregateFeasible
0.0586861990162641,0.919932393928318,0.242262485555987,0.18264093825045,0.0939670667902325,0.0744785170475472,0.209936823851873,0.123375126480002,0.0259009821955348,0
0.292073258639855,0.437498406896187,-0.336943428599191,-0.17674455777238,-0.143252376542341,-0.0671679501864869,0.95926508349003,0.931880137493191,0.893920077895106,1
0.511721189511822,0.0413263073823605,-0.566900916623361,-0.264067791664449,-0.163319521066325,-0.0945131908826206,0.934932420274422,0.896944572578461,0.838582560092787,1
0.765496012785526,0.143479725428681,-0.317278060510968,-0.542066145914316,-0.0932627397672082,-0.0923712764576537,0.941385862165734,0.864580977349858,0.813904308774589,1
0.830159730169881,0.393850448569437,-0.0860179123996273,-0.705159255696871,-0.103279272056405,-0.13407959909238,0.851039687221144,0.928623010810548,0.790295036666566,1
0.310535929555386,0.759149340424329,-0.00941571791148887,-0.126514055535316,-0.0942932540007043,-0.191460153835237,0.566710560758168,0.956619858255161,0.542126576304181,1
0.932534561355279,0.188332337322876,-0.365857033435353,-0.726085300683971,-0.15138648173413,-0.106268679709041,0.948441462869375,0.915486958844232,0.868285790484058,1
0.986216674650335,0.688607487784828,0.0824466833542312,-0.832553849599799,0.107600008889961,-0.101029180550882,0.176492598386954,0.922469776066554,0.162809087711418,0
0.471696884722184,0.223511922630321,-0.424791736921271,-0.280100527481775,-0.117279025703048,-0.187923530528315,0.940757130855866,0.98147132606887,0.923326148729852,1
0.422307822050484,0.56269552548195,-0.132343932236622,-0.306946431057707,-0.0590246810474574,-0.151704401205738,0.844954767059619,0.980404866646401,0.828397765721327,1
0.0315345044240519,0.47918024559154,-0.172314675252762,0.0790635759877873,-0.0744589703859017,0.125958401678102,0.914204197018095,0.197957114232931,0.180973224661336,0
0.589924197677488,0.707833655164429,0.173501590793657,-0.428253722653631,0.172472904064044,-0.107121299429085,0.190166925701955,0.952079812918419,0.181054091045588,0
0.902266703860881,0.417976052711537,-0.109831321241882,-0.783174376314221,-0.178563852809818,-0.0822496758334137,0.819014294568086,0.929514849643427,0.761285948871272,1
0.491753551775206,0.16474967880183,-0.463536846220862,-0.276025931658785,-0.0929620776143069,-0.13960211474243,0.939777237069046,0.969155364954457,0.910790151167542,1
0.140985388904089,0.455887472266958,-0.288023725224682,-0.0283138000701454,-0.168437256235841,-0.106130427880641,0.959145750695532,0.655961595761458,0.629162777194062,1
0.367525378698832,0.998482148837852,0.260158346017405,-0.117528562037644,0.0959361717584092,-0.126343384636441,0.0948204176565497,0.894880782926511,0.0848529695899119,0
0.951681918797261,0.343523938354335,-0.228644166580168,-0.810489125290008,-0.107554890150319,-0.14038142490198,0.907850211602619,0.940628505017311,0.853949787319421,1
0.445047142741778,0.776174906331997,0.102021432682057,-0.253586644466841,0.0700804113846483,-0.184511037425581,0.296428972768189,0.981959792316358,0.291081332536002,0
0.106388311285488,0.520182014852914,-0.198982174537346,0.0041737385016932,-0.155894021784867,0.0953741725716734,0.944734841986213,0.414399051701296,0.391497222628261,0
0.166686126058907,0.672572008145993,-0.086001836781174,-0.0194132201085893,-0.145610181879674,-0.111566821344791,0.855260125038655,0.780881273864279,0.667856615925507,1
0.376536122255382,0.85314535222402,0.121105489761711,-0.154280069547407,0.104205866253503,-0.0904714110441027,0.215182096242533,0.946647094743643,0.203701506248841,0
0.0197292027381228,0.0748170993955846,-0.564966100632622,0.222677733522648,-0.0633457578363498,0.153179051592718,0.861560458276669,0.108935079378265,0.0938541569115431,0
0.200748002671372,0.844282483164209,0.0718827491625668,0.018336424409589,0.0945661108899047,0.181579596159972,0.317979527802046,0.204093953989015,0.0648976991166796,0
0.711858436017155,0.358749568955629,-0.10582307277664,-0.576052984677472,-0.179882112705022,-0.100998182881647,0.888401554957662,0.904831943258982,0.803854105366642,1
0.633224489712284,0.00699399990981717,-0.494176073116566,-0.383292068303637,-0.148319774094905,-0.0758994788231675,0.930514765506201,0.838970267407667,0.78067422164352,1
0.569145644596094,0.886273944821525,0.333620505185358,-0.336269015999047,0.0882698517686769,-0.0605473959588576,0.0944343867029296,0.906331701290765,0.0855888783608163,0
