x_1,x_2,x_3,f_1,f_2,g_1,feasible_label_01,binary_constraint
0,0,0,1.5,0,0,1,-1
0,0,1,1.5,0,0,1,-1
0,1,0,1.5,0,0,1,-1
0,1,1,1.5,0,0,1,-1
1,0,0,9.1848509936051484e-17,1.5,0,1,-1
1,0,1,9.1848509936051484e-17,1.5,0,1,-1
1,1,0,9.1848509936051484e-17,1.5,0,1,-1
1,1,1,9.1848509936051484e-17,1.5,0,1,-1
0.43605233790167974,0.88830079050849009,0.19380091465966784,0.96383173796955535,0.78733519059231272,-0.17765569888898364,1,-1
0.69176077353127474,0.50703817809014606,0.39260446028103563,0.47087554887627053,0.89530836419199367,-0.15877496903541211,1,-1
0.045792653770195577,0.6570160886684574,0.59995458296835535,1.0319694675813345,0.074358815838449568,-0.24344871964966952,1,-1
0.30021868252223977,0.055761590518723474,0.010253217245201087,1.2803300831608886,0.65291483818311369,0.081521720612854065,0,1
0.20859070318775741,0.84739790870649745,0.46185052536149396,1.0624429191451534,0.36112985246361229,-0.11568611150824148,1,-1
0.94579609909881779,0.38100855564277325,0.85025944600650283,0.096677443351372086,1.1327224374544127,-0.22303822654320182,1,-1
0.72068834217791944,0.14421183957650024,0.91313000823835933,0.55107764739914611,1.1743939433428896,-0.0072976174934256122,1,-1
0.33472817939740079,0.99999998587589267,0.99999998780683619,1.2973917018665599,0.75284440157045696,0.10052821750059127,0,1
0.63508192083810655,0.99999998997806971,0.22646338945673117,0.71849540188576266,1.1130671126956784,-0.085066508559565934,1,-1
0.4149485428808386,0.48635977129398983,0.54860309631654336,0.79701928312367609,0.60816394982685718,-0.23212605811793374,1,-1
0.94306623556565361,0.74542250181872083,0.94596790169293077,0.1124547193337694,1.2540877310113276,-0.17279336104907839,1,-1
0.18068924560852342,0.22969504878729538,0.99999999839939346,1.2701303583783257,0.37049864404775468,-0.039760344241172696,1,-1
0.89570843922832433,7.1045668902924852e-06,2.0262405397569738e-06,0.24463206053351721,1.4799080251096512,0.04015655760552006,0,1
9.1391403794294571e-06,0.31244327395035193,0.70123999193522712,1.0756750597297116,1.5442098723443515e-05,-0.24427328509644619,1,-1
0.99999999407851825,0.44533010329450029,0.59620254861508259,9.4153262245197973e-09,1.0122437279658274,-0.24985009112549883,1,-1
0.90872243711189049,0.53571118472057466,0.058805521966205754,0.17088340171155283,1.1836563268799394,-0.18706921661645692,1,-1
0.99999999957424934,0.3547138612580249,0.11075288852784526,7.8421112119830703e-10,1.1726213758999684,-0.22020186058240188,1,-1
3.1245125478508717e-05,0.48574330632256957,0.00010673728418603146,1.2500965259176451,6.1354397929937817e-05,-0.18745172395956256,1,-1
0.13031879229257703,0.49638444815666294,0.51490304485467164,0.97935140335751647,0.20332542873464929,-0.20823240548656696,1,-1
0.99999999550819663,0.4386345576582486,0.99999998769374721,8.8462050938944024e-09,1.2537657052075462,-0.1856029668605168,1,-1
2.7461607511249965e-05,0.13742402089849193,0.45365371051919584,1.133609318115365,4.8900042907423419e-05,-0.23214854772153304,1,-1
0.55164443964719412,0.49133554660873496,0.49812811375811406,0.64753257158382027,0.76214088483277675,-0.24342216098606642,1,-1
0.85862405426233268,0.4858539144540075,0.51471149604221689,0.2203437526554701,0.97584931412349873,-0.20086537503739965,1,-1
0.99999999641442794,0.75361865306779596,0.49157422228690906,5.9948802440362312e-09,1.0643934149139935,-0.24585348811571417,1,-1
9.0536545808413225e-06,0.52187471440489086,0.43902916668224667,1.0041959455442078,1.4281119779299053e-05,-0.24998239383703957,1,-1
0.2954047224429453,0.52061392546173546,0.49788917814113293,0.89464428442648225,0.44773939708505334,-0.14755824494287945,1,-1
0.00038145528168843945,0.20741762401906733,0.15082702194685685,1.2075259985699434,0.00072353584517528444,-0.20693243641342862,1,-1
0.78759157866869867,0.60017693322739618,0.45880755325018885,0.33133650434032352,0.95593840674195341,-0.13827469689109717,1,-1
1.0185500290948871e-05,0.81710731447667417,0.30950619768843324,1.1368449374682223,1.8188776008748433e-05,-0.2312734627584867,1,-1
0.99060850306594761,0.051207531097932489,0.54101434439961182,0.017747596154741366,1.2029659468026721,-0.20848984726922293,1,-1
0.99999999657369132,0.78060723781700969,0.81127416271688468,6.3272904820762436e-09,1.1756320262903894,-0.21915339134113188,1,-1
0.99999999847056942,0.16400498194696775,0.11186842002768753,3.035556003991949e-09,1.263538775528261,-0.18054731379306488,1,-1
1.7224536628822036e-05,0.73272856152740728,0.85770232582176265,1.1821135368162374,3.198354622817077e-05,-0.21683465868533358,1,-1
0.49605806723542067,0.40710407647498359,0.46459772971535951,0.71850303898686962,0.70965977963147397,-0.2498636075070888,1,-1
0.63258515772407165,0.52806312715330284,0.51106501517886871,0.54612079447386497,0.83879249712212511,-0.20674238430067837,1,-1
0.99999998678372237,0.73091069294704136,0.14106992914410083,2.4541540315455717e-08,1.1821505438819033,-0.21682117936352618,1,-1
0.22229957634271147,0.49660443574060509,0.47989638674339147,0.94004165477757073,0.34227654071290015,-0.12925176651579851,1,-1
0.99999998685245783,0.1870043420820944,0.78573241587528253,2.4361422070761044e-08,1.1796092953573878,-0.21774050102122189,1,-1
1.8139236901155618e-05,0.43277477921272789,0.92232389479462462,1.1828767019442372,3.3703761112279429e-05,-0.2165561107500551,1,-1
0.99999999339199519,0.54425887068556889,0.4524320574655078,1.0423648764349838e-08,1.0042215567913266,-0.24998217845825765,1,-1
0.35634520381553592,0.48749543935808187,0.49077891091300974,0.84759469814473842,0.53109892768567524,-0.19928438069476395,1,-1
0.74407374757720257,0.50006901829995654,0.48990725461765156,0.39130692002403106,0.9203709259120525,-0.10478885226423421,1,-1
0.99999998874731644,0.99999998701563586,0.41357499067876635,2.2226616990006988e-08,1.2574692692518112,-0.18370957539093791,1,-1
0.45771797801979813,0.47936753794726439,0.50424538949599063,0.75281066877882219,0.65891102396795487,-0.24558832364507921,1,-1
3.5019588307981173e-08,0.99999996489932341,0.61479025141936239,1.2631767667202431,6.9485636875896648e-08,-0.18073798945867381,1,-1
4.8827288816791214e-05,0.76235919122162732,7.3142945922199942e-06,1.3188250270983517,0.00010115088066418178,-0.14835059186423449,1,-1
0.99737022811533349,0.00063605726041649836,0.31902658305300141,0.005296194752018475,1.2821047860783226,-0.17038883999285237,1,-1
0.99999999913547832,0.98574552666309589,0.67803803031839327,1.721447849219252e-09,1.2676462569128615,-0.17836548116053463,1,-1
