x_1,x_2,x_3,f_1,f_2,g_1,feasible_label_01,binary_constraint
0,0,0,1.5,0,0,1,-1
0,0,1,1.5,0,0,1,-1
0,1,0,1.5,0,0,1,-1
0,1,1,1.5,0,0,1,-1
1,0,0,9.1848509936051484e-17,1.5,0,1,-1
1,0,1,9.1848509936051484e-17,1.5,0,1,-1
1,1,0,9.1848509936051484e-17,1.5,0,1,-1
1,1,1,9.1848509936051484e-17,1.5,0,1,-1
0.43605233790167974,0.88830079050849009,0.19380091465966784,0.96383173796955535,0.78733519059231272,-0.17765569888898364,1,-1
0.69176077353127474,0.50703817809014606,0.39260446028103563,0.47087554887627053,0.89530836419199367,-0.15877496903541211,1,-1
0.045792653770195577,0.6570160886684574,0.59995458296835535,1.0319694675813345,0.074358815838449568,-0.24344871964966952,1,-1
0.30021868252223977,0.055761590518723474,0.010253217245201087,1.2803300831608886,0.65291483818311369,0.081521720612854065,0,1
0.20859070318775741,0.84739790870649745,0.46185052536149396,1.0624429191451534,0.36112985246361229,-0.11568611150824148,1,-1
0.94579609909881779,0.38100855564277325,0.85025944600650283,0.096677443351372086,1.1327224374544127,-0.22303822654320182,1,-1
0.72068834217791944,0.14421183957650024,0.91313000823835933,0.55107764739914611,1.1743939433428896,-0.0072976174934256122,1,-1
