PairId,InputA,InputB,GridA,GridB,x1,x2,x3,x4,HVI_draw
1,1,2,0,0,0.125,0.1,5.97146366710117,3.10956235475317,1.96525220232774
1,1,2,0,0.0416666666666667,0.125,0.5125,5.97146366710117,3.10956235475317,0.20453091598602
1,1,2,0,0.0833333333333333,0.125,0.925,5.97146366710117,3.10956235475317,2.26750692938807
1,1,2,0,0.125,0.125,1.3375,5.97146366710117,3.10956235475317,3.40237472174706
1,1,2,0,0.166666666666667,0.125,1.75,5.97146366710117,3.10956235475317,6.99530960286058
1,1,2,0,0.208333333333333,0.125,2.1625,5.97146366710117,3.10956235475317,8.16953858578571
1,1,2,0,0.25,0.125,2.575,5.97146366710117,3.10956235475317,5.06631199102684
1,1,2,0,0.291666666666667,0.125,2.9875,5.97146366710117,3.10956235475317,3.47265352695536
1,1,2,0,0.333333333333333,0.125,3.4,5.97146366710117,3.10956235475317,0.100125262937995
1,1,2,0,0.375,0.125,3.8125,5.97146366710117,3.10956235475317,0
1,1,2,0,0.416666666666667,0.125,4.225,5.97146366710117,3.10956235475317,1.53914876634267
1,1,2,0,0.458333333333333,0.125,4.6375,5.97146366710117,3.10956235475317,0.331284479285094
1,1,2,0,0.5,0.125,5.05,5.97146366710117,3.10956235475317,0.60383792965631
1,1,2,0,0.541666666666667,0.125,5.4625,5.97146366710117,3.10956235475317,0
1,1,2,0,0.583333333333333,0.125,5.875,5.97146366710117,3.10956235475317,0
1,1,2,0,0.625,0.125,6.2875,5.97146366710117,3.10956235475317,0
1,1,2,0,0.666666666666667,0.125,6.7,5.97146366710117,3.10956235475317,0
1,1,2,0,0.708333333333333,0.125,7.1125,5.97146366710117,3.10956235475317,0.0669646579928586
1,1,2,0,0.75,0.125,7.525,5.97146366710117,3.10956235475317,0.212585954447902
1,1,2,0,0.791666666666667,0.125,7.9375,5.97146366710117,3.10956235475317,0
1,1,2,0,0.833333333333333,0.125,8.35,5.97146366710117,3.10956235475317,0
1,1,2,0,0.875,0.125,8.7625,5.97146366710117,3.10956235475317,0.0697533718024346
1,1,2,0,0.916666666666667,0.125,9.175,5.97146366710117,3.10956235475317,0.64436578434489
1,1,2,0,0.958333333333333,0.125,9.5875,5.97146366710117,3.10956235475317,2.38647006689635
1,1,2,0,1,0.125,10,5.97146366710117,3.10956235475317,0
1,1,2,0.0416666666666667,0,0.328125,0.1,5.97146366710117,3.10956235475317,0
1,1,2,0.0416666666666667,0.0416666666666667,0.328125,0.5125,5.97146366710117,3.10956235475317,0.557569139339864
1,1,2,0.0416666666666667,0.0833333333333333,0.328125,0.925,5.97146366710117,3.10956235475317,0
1,1,2,0.0416666666666667,0.125,0.328125,1.3375,5.97146366710117,3.10956235475317,0
1,1,2,0.0416666666666667,0.166666666666667,0.328125,1.75,5.97146366710117,3.10956235475317,0.0202607582994966
1,1,2,0.0416666666666667,0.208333333333333,0.328125,2.1625,5.97146366710117,3.10956235475317,1.12620458975214
1,1,2,0.0416666666666667,0.25,0.328125,2.575,5.97146366710117,3.10956235475317,4.26248738752104
1,1,2,0.0416666666666667,0.291666666666667,0.328125,2.9875,5.97146366710117,3.10956235475317,2.95097073158823
1,1,2,0.0416666666666667,0.333333333333333,0.328125,3.4,5.97146366710117,3.10956235475317,2.2247995883702
1,1,2,0.0416666666666667,0.375,0.328125,3.8125,5.97146366710117,3.10956235475317,0.960933745856449
1,1,2,0.0416666666666667,0.416666666666667,0.328125,4.225,5.97146366710117,3.10956235475317,0
1,1,2,0.0416666666666667,0.458333333333333,0.328125,4.6375,5.97146366710117,3.10956235475317,1.26413338837897
1,1,2,0.0416666666666667,0.5,0.328125,5.05,5.97146366710117,3.10956235475317,0.678283632821014
1,1,2,0.0416666666666667,0.541666666666667,0.328125,5.4625,5.97146366710117,3.10956235475317,0.188158300559036
1,1,2,0.0416666666666667,0.583333333333333,0.328125,5.875,5.97146366710117,3.10956235475317,0.507256439991975
1,1,2,0.0416666666666667,0.625,0.328125,6.2875,5.97146366710117,3.10956235475317,0
1,1,2,0.0416666666666667,0.666666666666667,0.328125,6.7,5.97146366710117,3.10956235475317,0
1,1,2,0.0416666666666667,0.708333333333333,0.328125,7.1125,5.97146366710117,3.10956235475317,0.150161269392738
1,1,2,0.0416666666666667,0.75,0.328125,7.525,5.97146366710117,3.10956235475317,0.383926834566665
1,1,2,0.0416666666666667,0.791666666666667,0.328125,7.9375,5.97146366710117,3.10956235475317,2.48062282673136
1,1,2,0.0416666666666667,0.833333333333333,0.328125,8.35,5.97146366710117,3.10956235475317,0.767846940408292
1,1,2,0.0416666666666667,0.875,0.328125,8.7625,5.97146366710117,3.10956235475317,0.286876193540978
1,1,2,0.0416666666666667,0.916666666666667,0.328125,9.175,5.97146366710117,3.10956235475317,0.0417362229636372
1,1,2,0.0416666666666667,0.958333333333333,0.328125,9.5875,5.97146366710117,3.10956235475317,0
1,1,2,0.0416666666666667,1,0.328125,10,5.97146366710117,3.10956235475317,1.25879737697746
1,1,2,0.0833333333333333,0,0.53125,0.1,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.0416666666666667,0.53125,0.5125,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.0833333333333333,0.53125,0.925,5.97146366710117,3.10956235475317,1.54332242754511
1,1,2,0.0833333333333333,0.125,0.53125,1.3375,5.97146366710117,3.10956235475317,0.81369765218293
1,1,2,0.0833333333333333,0.166666666666667,0.53125,1.75,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.208333333333333,0.53125,2.1625,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.25,0.53125,2.575,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.291666666666667,0.53125,2.9875,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.333333333333333,0.53125,3.4,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.375,0.53125,3.8125,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.416666666666667,0.53125,4.225,5.97146366710117,3.10956235475317,0.604717704977626
1,1,2,0.0833333333333333,0.458333333333333,0.53125,4.6375,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.5,0.53125,5.05,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.541666666666667,0.53125,5.4625,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.583333333333333,0.53125,5.875,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.625,0.53125,6.2875,5.97146366710117,3.10956235475317,0.954458705301694
1,1,2,0.0833333333333333,0.666666666666667,0.53125,6.7,5.97146366710117,3.10956235475317,0.0626385182759977
1,1,2,0.0833333333333333,0.708333333333333,0.53125,7.1125,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.75,0.53125,7.525,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.791666666666667,0.53125,7.9375,5.97146366710117,3.10956235475317,0
1,1,2,0.0833333333333333,0.833333333333333,0.53125,8.35,5.97146366710117,3.10956235475317,1.1998672199044
1,1,2,0.0833333333333333,0.875,0.53125,8.7625,5.97146366710117,3.10956235475317,1.6617742946957
1,1,2,0.0833333333333333,0.916666666666667,0.53125,9.175,5.97146366710117,3.10956235475317,0.416011899663095
1,1,2,0.0833333333333333,0.958333333333333,0.53125,9.5875,5.97146366710117,3.10956235475317,1.20264229855101
1,1,2,0.0833333333333333,1,0.53125,10,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0,0.734375,0.1,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.0416666666666667,0.734375,0.5125,5.97146366710117,3.10956235475317,0.197230161372148
1,1,2,0.125,0.0833333333333333,0.734375,0.925,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.125,0.734375,1.3375,5.97146366710117,3.10956235475317,0.588599807829411
1,1,2,0.125,0.166666666666667,0.734375,1.75,5.97146366710117,3.10956235475317,0.989311733339218
1,1,2,0.125,0.208333333333333,0.734375,2.1625,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.25,0.734375,2.575,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.291666666666667,0.734375,2.9875,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.333333333333333,0.734375,3.4,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.375,0.734375,3.8125,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.416666666666667,0.734375,4.225,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.458333333333333,0.734375,4.6375,5.97146366710117,3.10956235475317,1.487137672895
1,1,2,0.125,0.5,0.734375,5.05,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.541666666666667,0.734375,5.4625,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.583333333333333,0.734375,5.875,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.625,0.734375,6.2875,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.666666666666667,0.734375,6.7,5.97146366710117,3.10956235475317,0.255203555239841
1,1,2,0.125,0.708333333333333,0.734375,7.1125,5.97146366710117,3.10956235475317,1.90829588556291
1,1,2,0.125,0.75,0.734375,7.525,5.97146366710117,3.10956235475317,0.334888911019783
1,1,2,0.125,0.791666666666667,0.734375,7.9375,5.97146366710117,3.10956235475317,0.607036173293943
1,1,2,0.125,0.833333333333333,0.734375,8.35,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.875,0.734375,8.7625,5.97146366710117,3.10956235475317,0
1,1,2,0.125,0.916666666666667,0.734375,9.175,5.97146366710117,3.10956235475317,0.982582559386425
1,1,2,0.125,0.958333333333333,0.734375,9.5875,5.97146366710117,3.10956235475317,0
1,1,2,0.125,1,0.734375,10,5.97146366710117,3.10956235475317,0.60054207639699
1,1,2,0.166666666666667,0,0.9375,0.1,5.97146366710117,3.10956235475317,0.473478544406125
1,1,2,0.166666666666667,0.0416666666666667,0.9375,0.5125,5.97146366710117,3.10956235475317,0.356575132179029
