ProblemId,Dimension,Replicate,InitialSeed,SolverSeed,EvaluationIndex,IsInitial,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Objective1,Objective2,ConstraintValue,IsFeasible,SelectionSource,SelectionState,AcquisitionSeconds
WELDEDBEAM,4,1,2026073201,2026073301,1,1,4.14775322290392,2.23076627006522,3.24846027818401,3.22656757218343,NaN,NaN,NaN,NaN,NaN,NaN,51.0940129789371,0.0198472640403731,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,2,1,1.58649589962981,3.21158089123663,8.68999286223952,1.70963812398853,NaN,NaN,NaN,NaN,NaN,NaN,25.1477202782464,0.00195664321407763,1,1,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,3,1,2.81808954704579,0.22731732345486,6.05442495985566,4.81987555198872,NaN,NaN,NaN,NaN,NaN,NaN,30.1492194861659,0.0020521994487219,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,4,1,2.26876525681906,6.79577546422468,5.75292146858983,1.96423150100904,NaN,NaN,NaN,NaN,NaN,NaN,49.3812118561004,0.0058697024377606,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,5,1,3.90100036072644,5.50836448651242,8.317838866614,0.830390357991901,NaN,NaN,NaN,NaN,NaN,NaN,100.018728408909,0.00459367522824598,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,6,1,3.70350708862096,0.808130832107828,5.00758522530234,0.169736424145755,NaN,NaN,NaN,NaN,NaN,NaN,13.0221893327828,0.102994491376499,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,7,1,1.85328721040704,4.07979701902801,1.21531408504641,2.34404719605177,NaN,NaN,NaN,NaN,NaN,NaN,17.5653604289698,0.521725601682052,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,8,1,0.519592596978458,6.28921490458429,2.33804747856566,4.04552245752175,NaN,NaN,NaN,NaN,NaN,NaN,9.31043139237526,0.0424560415204321,1,1,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,9,1,2.49392129847549,8.13662938995614,7.48766647483072,4.40737502255835,NaN,NaN,NaN,NaN,NaN,NaN,90.02143600271,0.0011864641334736,1,1,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,10,1,1.14401667055663,5.04302440791644,7.55312601443356,1.10734916999177,NaN,NaN,NaN,NaN,NaN,NaN,15.9640370290174,0.00460054537313323,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,11,1,4.49216290559458,7.57481702348728,2.77359423032415,2.99953385570775,NaN,NaN,NaN,NaN,NaN,NaN,175.575446763181,0.0342997970362346,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,12,1,1.71523248667594,3.02256182051767,0.263747647967119,1.45080260357976,NaN,NaN,NaN,NaN,NaN,NaN,10.0861553203426,82.4707571087985,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,13,1,3.22469390400057,9.87172374641724,9.07281504807747,2.61663188533945,NaN,NaN,NaN,NaN,NaN,NaN,139.753789932586,0.00112332465639684,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,14,1,0.263577666674575,2.03974200205136,3.90947245591432,0.548798648975068,NaN,NaN,NaN,NaN,NaN,NaN,2.00517276724793,0.066943218331767,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,15,1,4.63610460349271,9.33226783116312,9.94296630500187,1.05828617288535,NaN,NaN,NaN,NaN,NaN,NaN,233.706634413032,0.0021101973298535,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,16,1,2.77868368117111,8.57938502190044,6.74888334862452,3.74886474149284,NaN,NaN,NaN,NaN,NaN,NaN,98.4341964831894,0.00190492796627894,1,1,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,17,1,0.767018918593055,6.01984436408779,4.53913874043161,2.28496299642301,NaN,NaN,NaN,NaN,NaN,NaN,13.1631847636544,0.0102724621741342,1,1,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,18,1,4.82422401251178,1.4900385916036,5.15362553146467,3.97515509482929,NaN,NaN,NaN,NaN,NaN,NaN,57.1868756385498,0.00403442307595725,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,19,1,0.892354981338921,7.03102736662166,1.06078476032245,3.4482386752012,NaN,NaN,NaN,NaN,NaN,NaN,8.83541444659291,0.533328706055698,0,0,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,20,1,3.32326063607649,3.72807784582135,1.9618746797141,4.61257431288034,NaN,NaN,NaN,NaN,NaN,NaN,52.4335427924785,0.0630255916783227,1,1,initial,initial,NaN
WELDEDBEAM,4,1,2026073201,2026073301,21,0,0.135635088504137,1.32135457609339,9.61398643025083,3.21807940197149,NaN,NaN,NaN,NaN,NaN,NaN,35.1752028959666,0.000767656309939406,0,0,primary,acquisition,0.0879256
WELDEDBEAM,4,1,2026073201,2026073301,22,0,1.10044278057476,3.6325062020781,5.7703688790017,2.83926496183412,NaN,NaN,NaN,NaN,NaN,NaN,20.4427846600366,0.00402399507212009,1,1,challenger,acquisition,0.0367143
WELDEDBEAM,4,1,2026073201,2026073301,23,0,1.65118742729947,4.57173585810447,8.8214837481517,2.93790672212859,NaN,NaN,NaN,NaN,NaN,NaN,42.2246452237652,0.00108845674768249,1,1,challenger,acquisition,0.0371097
WELDEDBEAM,4,1,2026073201,2026073301,24,0,1.82911519416721,3.21239101021145,0.744707313003141,4.20875582561717,NaN,NaN,NaN,NaN,NaN,NaN,14.0963199564206,1.26288413550252,0,0,challenger,acquisition,0.0180871
WELDEDBEAM,4,1,2026073201,2026073301,25,0,1.37026110007793,6.05527266564336,9.25823294257057,3.86952185768209,NaN,NaN,NaN,NaN,NaN,NaN,52.6464105197254,0.000714878899882421,1,1,challenger,acquisition,0.0606328
WELDEDBEAM,4,1,2026073201,2026073301,26,0,1.35813051546079,4.11696267559891,8.31751011510648,2.14628045890242,NaN,NaN,NaN,NaN,NaN,NaN,27.5562605518277,0.00177749181449565,1,1,challenger,acquisition,0.0102751
WELDEDBEAM,4,1,2026073201,2026073301,27,0,0.235962169971751,7.13998141496556,1.64856174988532,4.97746379302443,NaN,NaN,NaN,NaN,NaN,NaN,6.61681479225457,0.0984351771532915,0,0,primary,acquisition,0.010217
WELDEDBEAM,4,1,2026073201,2026073301,28,0,0.575222184720846,4.65257774465376,5.12681547431994,2.58610958933645,NaN,NaN,NaN,NaN,NaN,NaN,13.90100281845,0.00629918132525348,1,1,challenger,acquisition,0.0103176
WELDEDBEAM,4,1,2026073201,2026073301,29,0,1.22460376373828,1.05802471586546,9.96271173896717,0.487901956230401,NaN,NaN,NaN,NaN,NaN,NaN,7.35659650075492,0.00454997322233716,0,0,primary,acquisition,0.0096564
WELDEDBEAM,4,1,2026073201,2026073301,30,0,0.613046688402436,5.41403893271759,6.44898392119795,3.24303005889129,NaN,NaN,NaN,NaN,NaN,NaN,22.823246082522,0.0025237668848221,1,1,primary,acquisition,0.0122255
WELDEDBEAM,4,1,2026073201,2026073301,31,0,0.551889212051534,6.58072520429603,5.44900248405239,4.9663772298231,NaN,NaN,NaN,NaN,NaN,NaN,27.5357441440394,0.00273201684198655,1,1,challenger,acquisition,0.0098957
WELDEDBEAM,4,1,2026073201,2026073301,32,0,0.323387249230164,5.71250043384483,5.16015855555051,4.38285753174018,NaN,NaN,NaN,NaN,NaN,NaN,21.5075060221985,0.00364525237167925,1,1,challenger,acquisition,0.0095451
WELDEDBEAM,4,1,2026073201,2026073301,33,0,0.570727352662787,4.6640603058015,3.16194276983796,2.54588970806878,NaN,NaN,NaN,NaN,NaN,NaN,8.32483739944344,0.0272754857312096,1,1,primary,acquisition,0.0101299
WELDEDBEAM,4,1,2026073201,2026073301,34,0,0.168112837432379,8.04957119232634,3.33625070875218,3.5647889824444,NaN,NaN,NaN,NaN,NaN,NaN,10.1706635896608,0.0165830431177862,1,1,primary,acquisition,0.0098564
WELDEDBEAM,4,1,2026073201,2026073301,35,0,0.47083860815666,9.07996261746809,5.56336578354707,4.90649948216997,NaN,NaN,NaN,NaN,NaN,NaN,27.9151330246341,0.00259830118430688,1,1,primary,acquisition,0.0111995
WELDEDBEAM,4,1,2026073201,2026073301,36,0,1.5031671385821,3.15797874684457,7.13881718629932,1.82428585966094,NaN,NaN,NaN,NaN,NaN,NaN,21.12713474105,0.00330751955567845,1,1,primary,acquisition,0.0116539
WELDEDBEAM,4,1,2026073201,2026073301,37,0,0.41479597555027,3.19004605451014,2.52978213860242,2.79216502481114,NaN,NaN,NaN,NaN,NaN,NaN,6.22362533399424,0.048560555427468,0,0,challenger,acquisition,0.0102161
WELDEDBEAM,4,1,2026073201,2026073301,38,0,2.7002613180346,3.95574835208045,8.29310874081817,3.56408961830808,NaN,NaN,NaN,NaN,NaN,NaN,63.5640643963474,0.00107987477957393,1,1,primary,acquisition,0.0100714
WELDEDBEAM,4,1,2026073201,2026073301,39,0,0.936364256056998,2.99531103415274,9.05682199823961,2.7004865134917,NaN,NaN,NaN,NaN,NaN,NaN,30.031393017416,0.00109421983893234,1,1,primary,acquisition,0.0104688
WELDEDBEAM,4,1,2026073201,2026073301,40,0,1.54576894970052,4.73769044611552,3.90947803973021,3.75603364244282,NaN,NaN,NaN,NaN,NaN,NaN,25.1578024798038,0.00978111323233091,1,1,primary,acquisition,0.0096396
WELDEDBEAM,4,1,2026073201,2026073301,41,0,0.376869676644089,8.89670434779986,4.59764188165692,3.70178168548932,NaN,NaN,NaN,NaN,NaN,NaN,16.6237884531184,0.00610179862498255,1,1,primary,acquisition,0.0112306
WELDEDBEAM,4,1,2026073201,2026073301,42,0,0.372191877514632,4.87228953437361,5.57536685168424,2.38755264885721,NaN,NaN,NaN,NaN,NaN,NaN,13.2819821661777,0.00530518815013117,1,1,challenger,acquisition,0.0114652
WELDEDBEAM,4,1,2026073201,2026073301,43,0,0.345704745364936,6.30610965915017,6.10735604174924,3.17142911581847,NaN,NaN,NaN,NaN,NaN,NaN,19.5695054555978,0.00303850089345134,1,1,challenger,acquisition,0.0105983
WELDEDBEAM,4,1,2026073201,2026073301,44,0,3.19417190711248,2.98125918460892,1.26117819446494,4.63687279620632,NaN,NaN,NaN,NaN,NaN,NaN,37.895592839143,0.236004102363272,0,0,challenger,acquisition,0.0101831
WELDEDBEAM,4,1,2026073201,2026073301,45,0,1.48223611827525,6.78507547688798,2.6023501201569,4.2832410981474,NaN,NaN,NaN,NaN,NaN,NaN,25.3710215827341,0.0290806690960149,1,1,primary,acquisition,0.0144378
WELDEDBEAM,4,1,2026073201,2026073301,46,0,2.2783857818645,1.35068722846374,8.01689418260668,1.96840916664292,NaN,NaN,NaN,NaN,NaN,NaN,24.4608977728478,0.00216441363641821,0,0,primary,acquisition,0.0117026
WELDEDBEAM,4,1,2026073201,2026073301,47,0,0.52906556442325,5.13569059901303,6.26316184254395,2.23838730238923,NaN,NaN,NaN,NaN,NaN,NaN,15.2550018707878,0.00399170058726254,1,1,challenger,acquisition,0.0107727
WELDEDBEAM,4,1,2026073201,2026073301,48,0,1.49594739432356,2.59790015394215,8.40659490490236,1.44905533105715,NaN,NaN,NaN,NaN,NaN,NaN,19.5540488082662,0.00254993297017179,0,0,challenger,acquisition,0.0104777
WELDEDBEAM,4,1,2026073201,2026073301,49,0,0.674186186242224,6.33266834218913,4.76587091219975,4.06043158158702,NaN,NaN,NaN,NaN,NaN,NaN,20.6507945979042,0.00499430512939543,1,1,primary,acquisition,0.0097285
WELDEDBEAM,4,1,2026073201,2026073301,50,0,0.437052053931877,9.58958836483632,5.25536239475508,2.60697180903408,NaN,NaN,NaN,NaN,NaN,NaN,14.7154359216735,0.00580135914049117,1,1,primary,acquisition,0.0095294
WELDEDBEAM,4,1,2026073201,2026073301,51,0,1.41585476232695,4.25163872819409,3.47885540465334,4.70046404848454,NaN,NaN,NaN,NaN,NaN,NaN,23.166191702133,0.0110923668549777,1,1,challenger,acquisition,0.0124317
WELDEDBEAM,4,1,2026073201,2026073301,52,0,0.159379710953294,7.8811590122284,3.26151054076626,3.14391626408467,NaN,NaN,NaN,NaN,NaN,NaN,8.73653652727902,0.020125503960433,0,0,primary,acquisition,0.0109021
WELDEDBEAM,4,1,2026073201,2026073301,53,0,0.337260797007462,9.75301234149615,7.63244528169835,3.27253461088176,NaN,NaN,NaN,NaN,NaN,NaN,27.2204613705332,0.00150868560736299,1,1,primary,acquisition,0.0120436
WELDEDBEAM,4,1,2026073201,2026073301,54,0,1.54197858445079,2.7493227223307,5.96003246893751,3.62060527842742,NaN,NaN,NaN,NaN,NaN,NaN,27.9433033393652,0.0028638286977552,1,1,primary,acquisition,0.0129524
WELDEDBEAM,4,1,2026073201,2026073301,55,0,0.996956809427801,3.16523214436775,9.28217670453727,4.97065955274418,NaN,NaN,NaN,NaN,NaN,NaN,55.1554476975785,0.000552218026867648,1,1,primary,acquisition,0.0119436
WELDEDBEAM,4,1,2026073201,2026073301,56,0,0.390305445174764,9.50304146246823,8.2555168326363,0.380517396485737,NaN,NaN,NaN,NaN,NaN,NaN,4.96276692784669,0.0102533734513869,0,0,challenger,acquisition,0.0125956
