x_1,x_2,f_1,f_2,g_1,g_2,feasible_label_01,binary_constraint
0,0,0,50,0,-65.299999999999997,1,-1
0,3,36,29,9,-92.299999999999997,0,1
5,0,100,25,-25,-10.300000000000001,1,-1
5,3,136,4,-16,-37.299999999999997,1,-1
1.9771948818027174,2.0732263392237846,32.830268217112469,17.703354844013099,-11.564381763749058,-54.311806980777355,1,-1
2.9107505507899178,2.7715554209006119,64.615952880189511,9.3309285031420792,-12.953517287851801,-51.511311932812362,1,-1
1.6035844868305902,0.85991539948205042,13.243750802680406,28.675938837543697,-12.7249071676358,-48.113078308272968,1,-1
4.2825868925872905,1.2400121205389116,79.512722206575489,14.652190420381855,-22.947688374229031,-24.096862993480691,1,-1
3.8167404222800627,0.041229669583470574,58.276829346882216,25.98950641808522,-23.598196886080075,-19.048738597740375,1,-1
0.47879813289287582,1.8643420334715568,14.820075479322254,30.273617206186238,-1.0829624590981943,-72.530300944373892,1,-1
3.7606541481126938,2.9999999725487871,92.570077828039729,5.5359782503951251,-14.464022024117005,-46.272052922499554,1,-1
0.64305595666693072,0.84720465377230658,4.5251067551131019,36.228670584385895,-5.2992828778910344,-61.225609304741212,1,-1
2.5522949316760455,2.3083288491215246,47.370365975783727,13.236353685970233,-13.680357822814521,-50.155845681858352,1,-1
1.5555783411141051,1.7009315336966133,21.251968230667295,22.747893309559643,-10.242791353474226,-55.929327802020822,1,-1
0.90186078829198668,6.9592642175955038e-05,3.2534115452071179,41.79404907696015,-8.2052549966180841,-51.683997829483047,1,-1
3.2110140521141557,2.9999999816263463,77.242444530530591,7.2004707952276279,-12.799529388508908,-51.234386188564244,1,-1
4.287149651984592,2.9999999915636946,109.51860835157511,4.5081556524109097,-15.491844431952144,-42.085257605522465,1,-1
1.0736552074788681,1.0899033720043971,9.3624994594121862,30.705039070020391,-8.3959272099356355,-57.001561777217532,1,-1
2.7151896370647406,2.5569378542069021,55.64074382199982,11.188911042783527,-13.241710415147452,-51.108778887705512,1,-1
2.2678007150706327,2.1894780876244511,39.746937517849986,15.363946352511658,-12.741272771243832,-52.088791464079073,1,-1
1.893734096189277,1.7639508445569145,26.791005636331477,20.120902001620955,-12.239589552809901,-52.281710937395921,1,-1
1.4173862621017916,1.4354989834332781,16.278564589731452,25.54078869208217,-10.104221473585051,-55.304454854403865,1,-1
0.32420248267473517,0.40779876738957421,1.0856283378276721,42.951394583813823,-2.9706177422904361,-62.830959965998588,1,-1
0.88455211024369684,0.91029694388664195,6.4442918471437487,33.662582420482551,-7.2344481406510326,-58.220020861206635,1,-1
2.9535877051715573,2.9999977558857007,70.894667469839305,8.1878122568872449,-11.812210184255747,-53.76625012002912,1,-1
0.5737656936153307,0.56636656601271385,2.5999126330676612,39.248655561986482,-5.0876787778863886,-60.167926456497909,1,-1
3.4807143655866088,2.9999999962899611,84.461489890163023,6.3082288537750557,-13.691771183325333,-48.723942600894787,1,-1
2.5817418812931709,2.4828283034081347,51.319310103310869,12.184125678814663,-12.987591287103992,-51.718927245585789,1,-1
2.749936670847497,2.7268855011569944,59.992224920368187,10.229834510047134,-12.501310478382923,-52.660382503474068,1,-1
4.0144380469541652,2.9999999573884293,100.46285030865499,4.9713325337378045,-15.028667892377902,-44.184703570227676,1,-1
2.356989458623596,2.3051320574441214,43.476132441277279,14.247817949642146,-12.700861475916639,-52.287994117006505,1,-1
2.1403552486295991,2.1131978479139746,36.186902939058108,16.511194769328789,-12.356826751531464,-52.7802288441748,1,-1
1.652980169507932,1.816078614570741,24.121939900350615,21.339897134300923,-10.499316719991667,-55.779273950385175,1,-1
1.8987732964947368,1.9547768951218014,29.705970964734078,18.89099082501814,-11.561240223763846,-54.07478136799854,1,-1
1.319335978976548,1.3232378843199908,13.966423695686608,27.065867290956263,-9.7017538658438269,-55.621657566216811,1,-1
1.5262658075177928,1.5318465016736438,18.704164079550885,24.094917927973356,-10.586617055290207,-54.746867109644896,1,-1
4.5863841381808399,2.9999999639277117,120.1396769860923,4.1710782254375607,-15.828922135285321,-39.952772819195907,1,-1
1.1738358517524934,1.1976180929419256,11.248718813605425,29.097640256457169,-8.9261788141235776,-56.516514633013017,1,-1
0.13203158062746953,0.28479916135775329,0.39417160237227034,45.930235480740841,-1.2217729056816253,-64.994832578700084,1,-1
0.98182551598611434,1.0004451337201505,7.8594872377029183,32.142165312363083,-7.8533833504354114,-57.558334355968803,1,-1
