x_1,x_2,f_1,f_2,g_1,g_2,g_3,g_4,feasible_label_01,binary_constraint
0,0,1,1,-0.55710678118654744,-0.4156854249492381,-0.55710678118654744,-1,1,-1
0,1,-1,0.99999999999999989,-0.166227766016838,-0.57111025509279789,-0.99017542509913803,0,1,-1
1,0,1.0000000000000002,-1,-0.99017542509913803,-0.57111025509279789,-0.166227766016838,0,1,-1
1,1,-0.99999999999999989,-1.0000000000000002,-0.79868329805051375,-0.698528137423857,-0.79868329805051375,1,0,1
0.40474555301443804,0.79111936220329437,0.16325220378591376,-0.31532036400119018,-0.16807639058944759,-0.24114815065870451,-0.60154584775450548,0.19586491521773253,0,1
0.12978491877477263,0.64495276474568253,-0.043278227748816733,0.019929917856386425,0.087411346910450521,-0.21471639266436868,-0.63874505048250907,-0.22526231647954487,0,1
0.26466286039906478,0.3752787508813285,1.1207920798394388,-0.250418782349355,-0.21408480773576941,0.012423543026612111,-0.36506971936108668,-0.36005838871960671,0,1
0.84916657985098676,0.095964143743097557,1.4112198327492516,-1.1867488215674016,-0.81234602924812549,-0.39239138852391509,0.00077883300226069818,-0.054869276405915657,0,1
0.48192793564797226,0.53569977400974067,0.88646955612266154,-0.93697274531927577,-0.26576858020871652,-0.008513770082705957,-0.3372265574893204,0.017627709657712876,0,1
0.93987576304704956,0.33647785263478008,0.67918513990228002,-1.8531365057886,-0.76517192318104055,-0.39359994732479753,-0.18684144116210086,0.27635361568182959,0,1
0.5372092604963371,0.94620674422108941,0.0074213540046774717,-0.28482352157721447,-0.35176657756740126,-0.41317687150535065,-0.71172308709550403,0.48341600471742652,0,1
0.018701520200921501,0.46177094615352654,0.17853036478766968,0.0054779189279403617,-0.10171913895098858,-0.23626956971238386,-0.6213921415579452,-0.51952753364555193,1,-1
0.36282489417731967,0.1394759046600324,1.8140968892424434,-0.0065563313729569694,-0.4690833437074593,-0.11316305353456443,-0.18947812747696077,-0.49769920116264799,1,-1
0.095787504639831017,0.92034423557521394,-0.67244746702945202,0.70742035949195325,-0.070384498702574017,-0.45274651872044402,-0.86884120666119713,0.016131740215044932,0,1
0.89225860679850078,0.72781252549426179,-0.32408809741228656,-1.6978985778779183,-0.64274664087630828,-0.44142166669655158,-0.50659115060712145,0.62007113229276256,0,1
0.21008012207621637,0.0032333139406421907,1.6130543353313367,0.77984313129974714,-0.55540870995363689,-0.28987880512376352,-0.3493848999677156,-0.78668656398314141,1,-1
0.79201878278955251,0.61035618588605778,0.268092899921617,-1.7345274052439517,-0.54780083773411226,-0.29489150475181247,-0.3685854730497522,0.4023749686756104,0,1
0.64945613060417007,0.30899418324419398,1.4564749502967709,-1.2777677893878487,-0.52437940967631991,-0.11553798180184335,-0.065019188360970342,-0.041549686151636012,1,-1
0.61086220116247603,0.87417673382122929,0.017073100428505295,-0.72635686522361986,-0.38973856929183914,-0.36894743739270297,-0.62929144892761746,0.48503893498370543,0,1
0.74603900910397769,0.21029647440075661,1.5054347239671171,-1.3118958917736356,-0.66066389105990042,-0.24462694211932054,0.030480534537202258,-0.043664516495265704,0,1
0.70787477768022344,0.40839027337080119,1.0780733196555636,-1.5664884216816857,-0.52420173390798774,-0.15798908327874836,-0.15849079862004059,0.11626505105102458,0,1
0.9999999981291724,0.12663422476759451,0.92190264796874921,-1.387421628855372,-0.91712150612775456,-0.50933970366073122,-0.15117998075316066,0.12663422289676696,0,1
2.6211575358259243e-06,0.55480594008431738,-0.17132025475702745,0.014786039076651769,-0.026297449811851004,-0.27890882733540368,-0.68477228842499316,-0.44519143875814682,1,-1
5.8303369528172819e-06,0.64203940390539049,-0.4315494019138067,0.09791945776001032,0.034422040741996451,-0.31752369865848229,-0.73532398191191561,-0.35795476575765672,0,1
0.67773334868410695,0.34195276842019917,1.3244907265021659,-1.4090465252681976,-0.52968642933613985,-0.13373454859316439,-0.092975196073636468,0.019686117104306122,0,1
0.99999999392432859,0.52026218334912888,-0.063612527001793304,-1.997974671011276,-0.76777212411263274,-0.46193380806513196,-0.36635288234692176,0.52026217727345747,0,1
1.3277207914511036e-05,0.94267805116190351,-0.98378725926175792,0.82088954121444702,-0.11246901007631513,-0.52415787885541631,-0.94548514823124263,-0.05730867163018194,1,-1
1.8755931584808067e-05,0.88354460196546669,-0.93375915331976167,0.64225176359256486,-0.059009258350269322,-0.47753516052605272,-0.90067401477184539,-0.11643664210294846,1,-1
1.6415320942819722e-09,0.82644928602232604,-0.85501028381911304,0.48138896488317884,-0.011212349425376272,-0.43468708916455978,-0.85882533813549811,-0.17355071233614183,1,-1
6.6025146955774744e-06,0.78251515839311658,-0.77550506584613499,0.36868413531916222,0.02035652386141748,-0.40345511510180099,-0.82765929543957206,-0.21747823909218789,0,1
0.99999999824160046,0.047144152605523633,0.9890520913090336,-1.1475668377536794,-0.96185464621597039,-0.54606554786916051,-0.15462064859222605,0.0471441508471242,0,1
0.071828554524816776,0.50845221234866822,0.19719554879049622,-0.024999952657014046,-0.043608329609758523,-0.19562751624920113,-0.59928804520217893,-0.41971923312651505,1,-1
0.65612818597911615,0.3289965399663457,1.3938539375318628,-1.3301922184067201,-0.51852234562306565,-0.11578777057965525,-0.083161213288233643,-0.014875274054538146,1,-1
0.66932136444730761,0.4965406097185926,0.87269312562284251,-1.5071461052025188,-0.45458460078786833,-0.13610153210459583,-0.24772557603876585,0.16586197416590021,0,1
0.64466833774896393,0.40885666675701693,1.1809240474168268,-1.3982886219893118,-0.46759860640876949,-0.094828585019980732,-0.16377385717697665,0.053525004505980966,0,1
0.77650056250415611,0.99999999275433671,-0.35414382725942684,-0.76345912719019937,-0.59003581448538134,-0.55834501824404048,-0.75324543897063678,0.77650055525849293,0,1
0.13213452554932073,0.50715076669242865,0.38083029642693444,-0.084676864311908684,-0.045508195530514828,-0.13850164506543602,-0.5487438328109433,-0.36071470775825065,1,-1
0.19280140910440197,0.51927713105515994,0.50881667681953502,-0.1760649740574961,-0.053157222100068124,-0.089077999953720566,-0.50806057717532815,-0.28792145984043804,1,-1
0.26784813508129296,0.55014088173535602,0.58875171412675753,-0.32125132862022043,-0.075012781364358294,-0.050015998784503135,-0.47400484594448478,-0.18201098318335096,1,-1
0.33761198917198609,0.5776076022449429,0.63126474251415843,-0.48211067850826478,-0.11728141803443828,-0.038246445571421678,-0.44952822461836461,-0.08478040858307101,1,-1
0.39088366476728764,0.63257589675218695,0.5372558575596903,-0.57838609812286412,-0.14859557285267902,-0.082754495806545286,-0.46578404859909994,0.023459561519474592,0,1
0.65200789667788472,0.35472211554352107,1.3288480271919703,-1.3572450603084574,-0.50109871408987117,-0.10604309560866051,-0.10920377722604177,0.00673001222140579,0,1
0.2964374556172602,0.61641870551403599,0.44474734453143411,-0.33705648994265658,-0.063479523039874974,-0.089921355229996114,-0.50540140878202533,-0.087143838868703805,1,-1
0.36547780625218973,0.56307504236078298,0.71515812331245188,-0.57028542693647388,-0.14870873712862262,-0.016689085731887404,-0.42126490612262224,-0.071447151387027286,1,-1
0.26972388530395081,0.64526205704915374,0.30885879351200696,-0.23570278717585469,-0.028332385284217915,-0.12771449852011776,-0.54458494493863185,-0.085014057646895402,1,-1
2.7521998445852874e-06,0.58527331213928124,-0.26469250945537587,0.03566950778339284,-0.002189560992521683,-0.29082195775478159,-0.70175485581381947,-0.41472393566087418,1,-1
0.99999999595274913,0.80377023124329805,-0.81592211037396123,-1.5781618190907332,-0.75596261159456024,-0.5732084034229451,-0.61504413987422624,0.80377022719604718,0,1
0.39363312047580418,0.55287446483259539,0.77933849713800307,-0.65825834383421555,-0.17843010297269238,-0.0030069905354917492,-0.39676864007256563,-0.053492414691600487,1,-1
0.67121037078092827,0.3273159688276206,1.3750813072046804,-1.3687298659752654,-0.53203715058534795,-0.13078111333669865,-0.079131823269076723,-0.001473660391451137,1,-1
0.75627353125461672,0.45487463804750766,0.83432519924967363,-1.7108729205778088,-0.55055791402120691,-0.21047476329623868,-0.20930866820773178,0.21114816930212443,0,1
0.70842946683628927,0.31000486650419573,1.3552401835732253,-1.4360901713454883,-0.57269123439066383,-0.17129092745648031,-0.060173975236205629,0.018434333340485054,0,1
0.64554948138829105,0.71794971411282293,0.26481899482164661,-1.2160917132849547,-0.39584469300320713,-0.25172947180221228,-0.4703440240295732,0.36349919550111398,0,1
